LAcode,LAname,Nocarvan,Unemp,LLTI,Sochous,Ethnic,Troutine,random
E07000213,Spelthorne,14.83346831,5.019501774,14.92081424,12.42913545,19.02445658,20.08982207,0
E07000214,Surrey Heath,9.971382579,4.446747062,12.58358098,9.208251356,15.05038076,16.10964597,0
E07000215,Tandridge,11.79893228,4.428229665,14.83409239,10.82718493,10.7267645,16.12425787,0
E07000216,Waverley,11.90137987,4.107931205,13.88230843,12.31331169,9.362353173,15.54247404,0
E07000217,Woking,15.1620341,5.096573684,12.98917317,11.91881825,25.06401339,17.42979839,0
E07000223,Adur,20.59205401,5.612176478,20.10722108,13.06896168,7.09195515,25.31463748,0
E07000224,Arun,19.52448056,5.952798737,21.06034056,8.823793962,8.35618454,26.82259996,0
E07000225,Chichester,15.60945274,5.218617772,17.47280173,14.85917188,6.988944936,20.43140788,0
E07000226,Crawley,22.44014323,6.839949968,14.73024569,23.85845016,27.87039035,27.26767337,0
E07000227,Horsham,11.82928828,4.354438003,14.78054242,11.55617865,7.830100304,18.06972158,1
E07000228,Mid Sussex,13.59020363,3.778944889,14.17202917,10.61157658,9.666094666,17.87994254,1
E07000229,Worthing,24.26239265,5.731552408,19.37691131,9.980018706,10.55619266,23.05819366,0
E06000022,Bath and North East Somerset,21.97918792,5.600802916,16.07524316,14.43786982,9.871829834,20.54232095,0
E06000028,Bournemouth,25.89773472,7.247478533,18.60963208,11.17585646,16.20733442,23.60038961,0
E06000023,"Bristol, City of",28.90006402,7.6600375,16.74878688,20.29198838,22.13789657,23.82288355,0
E06000052,Cornwall,17.33459497,5.934582254,21.36403688,12.00361128,4.254395771,27.28913897,0
E06000053,Isles of Scilly,49.74721941,1.628664495,13.98093509,18.09908999,5.265546981,21.8865598,0
E06000024,North Somerset,17.17274757,5.02989158,19.12463098,9.184263321,5.930412804,24.51772249,0
E06000026,Plymouth,27.84634104,8.168423747,20.35696455,19.29885552,7.067913754,28.73254565,0
E06000029,Poole,17.70029907,5.398706163,18.42798605,11.52841177,8.091706458,25.45704054,0
E06000025,South Gloucestershire,13.05956964,4.757481494,15.57044834,9.887667615,8.051239311,23.88189205,0
E06000030,Swindon,21.57084654,6.543092384,15.44397483,16.27659574,15.36078334,28.48974559,0
E06000027,Torbay,25.526182,8.136209159,24.01591338,8.069818675,5.190174024,29.98829787,0
E06000054,Wiltshire,14.75843744,4.738688659,15.97601602,14.72290596,6.636361127,23.68291642,0
E07000040,East Devon,15.92828969,4.215018216,21.01738677,9.336222512,3.786134368,23.69425104,0
E07000041,Exeter,27.05617156,6.241883528,16.71775364,17.03017749,11.68349282,23.58393639,0
E07000042,Mid Devon,14.33542951,4.394259071,17.36334405,12.62287075,4.110610932,26.26103461,0
E07000043,North Devon,19.02202445,5.186961542,19.64299059,10.78973026,4.094291479,28.47408417,0
E07000044,South Hams,13.34852678,4.07755195,19.21217224,11.38151826,4.160452249,20.44640942,0
E07000045,Teignbridge,16.06021888,4.798039547,20.620673,8.912467826,3.815810659,25.44623398,0
E07000046,Torridge,16.26884871,5.812029313,21.05296136,9.018795112,2.90418083,29.44313051,0
E07000047,West Devon,12.85808581,5.095592035,20.02502194,9.496149615,3.641252591,23.55871703,0
E07000048,Christchurch,17.89522701,5.366594785,22.40743843,12.96391153,4.896130005,23.87195589,0
E07000049,East Dorset,10.32903844,3.801310099,19.70378359,8.305824726,3.774407452,21.29506773,1
E07000050,North Dorset,12.02302058,4.270419824,17.52475103,13.48099058,5.317644314,25.27676028,0
E07000051,Purbeck,14.46152275,4.506447831,19.47613012,12.49042537,3.824516932,25.43623954,0
E07000052,West Dorset,15.68287298,4.002397443,20.26212927,13.87599694,4.284534172,23.21806734,0
E07000053,Weymouth and Portland,24.73453653,6.759327937,21.63825249,13.64639916,5.07465435,29.01756805,0
E07000078,Cheltenham,22.03459718,5.823684512,15.12632634,12.22682558,11.74437494,20.9559763,1
E07000079,Cotswold,12.62004636,4.012542257,16.13035557,14.86919086,5.546506437,21.54640033,0
E07000080,Forest of Dean,14.3618111,6.01861167,19.59834555,12.40085463,3.335732849,27.85502395,0
E07000081,Gloucester,22.5800687,6.765838674,16.79130235,13.33121538,15.4296233,29.44165861,0
E07000082,Stroud,13.87412646,4.53130164,16.71587796,12.7568314,5.101126983,24.17668233,0
E07000083,Tewkesbury,13.59391903,4.499916314,16.50293497,11.92848602,6.020038319,22.7779174,0
E07000187,Mendip,15.00314145,4.790507698,17.82044126,11.85735641,5.757739364,26.50884264,0
E07000188,Sedgemoor,16.47917051,6.090221512,19.64690893,12.19442225,4.702935735,30.99887821,0
E07000189,South Somerset,14.65014892,4.504869103,18.17071129,13.95231723,5.035877526,28.16046291,0
E07000190,Taunton Deane,17.45794871,4.684358665,18.26622015,15.60747863,6.50439707,25.90691958,0
E07000191,West Somerset,17.62785637,4.886596575,23.79524153,14.64507457,4.170151406,28.30082671,0
W06000001,Anglesey,18.03294764,8.11023622,23.0993104,14.66627443,3.443678227,27.8857885,0
W06000002,Gwynedd,21.40148267,7.205519428,20.51955298,16.31505727,5.581173999,25.90284885,0
W06000003,Conwy,21.74414288,7.115268909,24.2258826,11.6185005,4.61432985,27.88074134,0
W06000004,Denbighshire,21.00083855,7.559405361,23.46533808,13.13323139,4.430622826,28.74874402,0
W06000005,Flintshire,16.98624982,6.359451812,19.45038228,15.13146548,4.14475496,30.19719564,1
W06000006,Wrexham,22.17643655,7.156577328,20.69428376,22.44998159,6.946545638,32.248128,0
W06000023,Powys,15.0089982,4.988597491,21.38506197,13.98748822,3.912736133,26.13954553,1
W06000008,Ceredigion,18.38603384,7.788620327,21.10718896,10.12610101,6.855720345,20.2856894,0
W06000009,Pembrokeshire,17.87583299,6.936343343,22.50671763,15.64700124,4.367072583,29.02361185,0
W06000010,Carmarthenshire,18.80779916,6.600652124,25.39762865,14.80673356,4.454311475,29.71563981,1
W06000011,Swansea,25.75920075,7.92042835,23.31072742,19.20635381,8.521355685,26.56593453,0
W06000012,Neath Port Talbot,25.51123475,8.123966416,27.97470889,19.11645389,3.119903871,34.89406327,0
W06000013,Bridgend,21.90720328,7.941872254,24.68709135,13.8408955,3.967581083,32.47410145,0
W06000014,The Vale of Glamorgan,19.37762826,7.104732149,20.28637918,11.87552565,5.638931104,23.42402196,0
W06000015,Cardiff,29.04101517,8.787951287,18.01005519,17.09772231,19.73243954,20.70327509,0
W06000016,"Rhondda, Cynon, Taff",27.06922328,8.778600931,25.84744678,13.71923382,3.70888614,33.27114103,0
W06000024,Merthyr Tydfil,29.72716782,9.951030551,26.86303187,21.09297725,5.385871229,36.25884685,0
W06000018,Caerphilly,24.35183072,8.891953472,25.37107256,18.74622377,2.744315068,33.95570829,0
W06000019,Blaenau Gwent,28.96830615,12.16807149,27.22806314,23.94792215,2.664222076,40.31345905,0
W06000020,Torfaen,23.59568061,8.258205791,24.09772166,23.62163846,3.146856986,34.51525557,0
W06000021,Monmouthshire,15.18844977,5.611892141,20.13950483,13.83098371,3.899346276,23.5950807,0
W06000022,Newport,27.91473223,9.460393331,20.80199813,19.8162558,13.02354943,29.07999734,0
