LAcode,LAname,Ocrowd,Noheat,Lonep,Nocarvan,Noquals,Unemp,LLTI,Sochous,Ethnic,Sroutine,Routine
E07000144,Broadland,1.959277036,1.454927254,7.595245238,11.44817759,12.55916984,4.298532603,18.71700656,8.562696865,4.062705582,15.88948563,9.776867283
E07000145,Great Yarmouth,5.950711756,3.731077259,11.11718434,27.19884028,22.03378413,10.61797753,22.46368617,17.24137931,7.192861622,19.92624655,16.06059743
E07000146,King`s Lynn and West Norfolk,4.793813614,2.224621687,7.720278832,16.42821983,18.70537625,6.355668236,21.2823243,13.32708767,7.796488325,18.52407802,13.05551125
E07000147,North Norfolk,3.333622899,3.361855536,7.029926595,16.19033141,16.61721583,5.994739028,23.26032769,12.82196065,3.446339373,18.03099941,11.6130457
E07000148,Norwich,7.611200451,2.61940682,10.32676271,33.36427991,15.02296086,9.387955245,18.39380584,32.66300834,15.30050109,15.34726222,12.63033505
E07000149,South Norfolk,2.580999451,1.995871916,7.494934576,11.65899752,12.83214086,4.610274799,17.93374835,11.29542313,4.849530691,14.75536452,9.835790322
E07000200,Babergh,3.043547785,2.060124727,8.0646021,14.10905602,13.68510318,4.892432534,17.37291999,13.09098662,4.64326419,14.61593341,10.6032501
E07000201,Forest Heath,6.297288777,1.666929382,8.973045397,15.76686633,17.28391895,4.868071819,15.08000268,14.7343947,22.77231037,15.36104238,14.85256396
E07000202,Ipswich,8.609375545,3.785472442,10.91312088,27.76013124,17.82769568,8.465389016,17.64979308,21.59063144,17.06351586,18.19444873,14.16633219
E07000203,Mid Suffolk,2.882945467,2.133677368,7.606807919,11.30104699,12.74648361,4.151348672,16.55002016,11.27375577,4.118638286,14.03536312,10.75021763
E07000204,St Edmundsbury,5.141696869,1.449718353,8.842408628,15.91415222,13.74313059,4.911526088,16.40692563,15.98401817,8.800266647,15.94580575,12.27151467
E07000205,Suffolk Coastal,3.301094141,2.701743904,7.528287091,13.95496471,12.2819175,4.651401757,18.47415083,11.32603906,6.148932404,14.06572238,9.87082153
E07000206,Waveney,3.881453531,3.124815754,9.295835544,21.89729379,18.70764335,8.251023616,22.30638416,14.04791384,4.224582227,19.60623863,14.40697632
E09000007,Camden,32.49430968,3.49211557,9.960629114,61.10176964,9.04559467,8.153422743,14.44644138,33.11153034,56.0053191,7.156868949,4.777573878
E09000001,City of London,34.59521095,4.310148233,3.489167617,69.39566705,4.073426573,4.687173049,11.49830508,16.5336374,42.46779661,4.058982083,2.457586808
E09000012,Hackney,32.1634379,3.012095585,14.94443898,64.62877372,15.52292546,11.52691327,14.48978763,43.69161176,63.84862143,9.669037418,7.88697225
E09000013,Hammersmith and Fulham,27.59523514,3.036356868,11.06588907,55.24754932,9.036277025,7.63624301,12.58020856,31.1862514,55.07279731,7.676294383,6.137325492
E09000014,Haringey,28.50080918,3.009170713,15.04781521,51.8375754,13.9766299,10.18098714,13.98954991,26.71963121,65.31385579,9.821197336,8.272990024
E09000019,Islington,29.06387618,2.528966608,13.27654025,64.65111805,12.27457749,9.236846893,15.65603396,42.05181923,52.29981807,8.218638926,6.51653961
E09000020,Kensington and Chelsea,27.13659978,4.265559743,8.211520831,56.00234287,7.132312074,7.213723204,12.33477677,24.53779159,60.74920107,6.824238579,4.760469543
E09000022,Lambeth,26.41423814,3.269572441,14.66039056,57.84935816,10.50228108,9.186338635,12.75908488,35.08695017,60.98467102,9.155764943,7.923274303
E09000023,Lewisham,22.15675634,3.256066362,16.18988552,48.1458511,12.48922716,10.4822505,14.40274027,31.05494827,58.51677329,11.48723667,7.555210783
E09000025,Newham,34.900856,2.752194171,14.76275377,52.0582354,16.46275581,13.9250563,13.8679282,29.64174194,83.27315705,12.76566008,9.508730859
E09000028,Southwark,28.83443225,3.241932537,14.20338476,58.38800219,11.883503,10.13994234,13.52143553,43.71626447,60.27028996,10.15404073,8.040935021
E09000030,Tower Hamlets,34.79759424,3.05756639,10.62543824,63.00502681,15.58845543,11.97812939,13.50001574,39.60812586,68.81847806,9.116671415,6.464955839
E09000032,Wandsworth,20.09839608,2.946518204,9.45491329,45.32273762,7.689957133,5.957563151,11.20083389,20.3198639,46.66395218,7.327549039,5.309752682
E09000033,Westminster,30.64137957,4.409484552,8.990091896,62.90038952,9.40492181,7.848899659,14.07455013,25.85561396,64.75140841,6.981567477,5.077348224
E09000002,Barking and Dagenham,20.14178901,2.916146439,19.04392876,39.63490765,20.28539546,13.07294726,16.38418383,33.66627919,50.54138808,15.67320958,12.0853192
E09000003,Barnet,18.01774626,2.171929721,11.59098267,28.71185144,10.32932856,7.687207839,14.00251413,14.22496248,54.51083937,9.144376129,5.88292196
E09000004,Bexley,8.086043799,2.556045095,12.6225649,23.66852404,14.26038759,7.445018679,15.97132722,14.44538033,22.73606986,13.19478766,8.696071459
E09000005,Brent,29.63930145,2.37201458,13.92379812,42.9963912,14.55635781,10.22420574,14.42154138,24.1109479,82.04231801,12.09792663,9.606119987
E09000006,Bromley,7.990096437,1.997524109,11.03605325,23.47740368,10.92855074,6.271480412,14.97226819,14.07971757,22.59722294,10.15192843,5.882564404
E09000008,Croydon,16.40990277,2.874284532,15.97131232,33.46183022,12.64188617,9.252793484,14.61645999,17.85187228,52.73792029,11.77503726,7.245445698
E09000009,Ealing,23.61341693,2.591834432,12.19999678,35.33711578,11.97882963,8.864901523,14.1170457,18.11060428,69.55671312,10.6787359,8.649965976
E09000010,Enfield,18.3094833,2.970412622,16.65999533,32.46689349,16.84902176,10.44871966,15.35495062,17.57313453,59.53159704,11.83221441,8.807092097
E09000011,Greenwich,19.34781533,2.415755357,14.49255282,42.01593349,15.11439089,10.93289967,15.09838661,34.30352813,47.70130069,12.50575722,8.755261833
E09000015,Harrow,16.3241088,1.732567523,11.02909764,23.50951725,10.96732367,7.79596893,14.5798474,10.58883562,69.11769627,10.37647853,6.22428484
E09000016,Havering,7.372503832,2.002078211,11.77069723,23.00846717,16.13766629,7.384001892,17.25905443,14.19664811,16.69968638,13.58106213,9.016642513
E09000017,Hillingdon,15.85706588,1.990739817,12.80160457,22.66749157,13.03384379,8.078893294,14.30224578,16.71622727,47.82868991,11.67832098,8.76224203
E09000018,Hounslow,21.81618933,2.553160102,12.52660639,31.59575141,12.56343804,7.96126711,13.78304201,22.8467261,62.09437031,12.2172731,9.135083116
E09000021,Kingston upon Thames,12.88203774,3.053159226,8.79806408,25.13710146,8.272717304,6.29023164,12.43408722,11.78836877,36.88929152,8.966099287,5.19415407
E09000024,Merton,16.09380753,3.151465901,10.31273411,32.56091522,10.10543284,6.528588258,12.63539533,14.09652475,51.59670094,9.805612374,6.705303547
E09000026,Redbridge,16.85485092,2.438827506,12.21230009,27.94712678,12.28882431,9.668668431,14.83026849,11.39094899,65.49700685,10.60918895,6.229202582
E09000027,Richmond upon Thames,10.02818313,2.574058997,7.846182752,24.73977579,6.138382122,4.773163003,11.4695973,12.58971629,28.56195518,6.442926716,4.002061272
E09000029,Sutton,10.63780797,3.047048891,10.87573874,23.41315527,11.88873324,6.19582728,14.29901234,14.61099598,29.07870794,11.42095018,7.17900656
E09000031,Waltham Forest,23.18270511,3.218013442,13.6721694,41.898184,15.08405373,10.48733677,14.57043396,22.06873768,63.98863113,11.36361256,9.047638995
E06000036,Bracknell Forest,6.172893326,1.19665199,9.74323205,13.67757967,10.10900048,5.019122716,12.27595954,16.73569031,15.1274237,12.05664373,7.879349343
E06000043,Brighton and Hove,17.07668257,4.447918381,9.864242225,38.18907356,9.711791116,7.435458914,16.30360429,14.96379793,19.51611192,10.52838817,6.555751641
E06000046,Isle of Wight,5.788655153,5.117459278,10.11541295,22.52762544,14.64996672,7.91592274,22.59863306,10.67856266,5.182801143,17.21455282,11.57929562
E06000035,Medway,7.379788907,3.178638345,11.69674886,21.87291096,15.58908626,8.316947757,16.42663636,13.17779096,14.50071043,15.41940069,12.31368267
E06000042,Milton Keynes,9.568489816,1.251724418,11.58605859,18.92396332,12.45193409,7.314777763,13.8806612,18.01813682,26.07778282,13.31091325,10.96231772
E06000044,Portsmouth,10.86892937,5.397025961,11.78734805,33.38247166,14.2408684,8.827699281,16.02440309,18.26424719,15.96783318,13.3411405,11.13561693
E06000038,Reading,13.62833829,3.158949562,10.77796688,28.34306256,11.54524362,7.611986188,12.91602975,16.29101783,34.66518517,12.30138347,9.027635093
E06000039,Slough,20.76980656,2.726234094,12.78611669,23.4113383,14.87620042,8.921887042,13.39752505,20.63585865,65.47840662,15.11079257,11.58494097
E06000045,Southampton,13.56077106,3.751501211,10.22655566,29.51126672,13.86032848,8.727854821,16.2101806,23.27335274,22.33263819,14.47272768,12.04488321
E06000037,West Berkshire,4.971126083,1.883221046,8.177735002,12.44626243,10.65032037,4.460105286,13.18276969,13.84023099,9.607208332,12.28336338,8.425402038
E06000040,Windsor and Maidenhead,6.683919176,1.701828652,8.003564757,13.33698949,9.097938425,4.865067266,12.70337576,13.27871943,22.46748755,9.403627922,6.301380375
E06000041,Wokingham,3.742624146,1.246436385,7.229994033,8.986938938,7.408713881,4.227492069,11.90568727,7.021149639,16.36287084,9.264916765,5.328974909
E07000004,Aylesbury Vale,6.325101576,1.593522174,8.781661528,13.31873325,10.95342617,4.853641859,13.58355777,12.94124427,14.80271281,11.57645574,8.552943033
E07000005,Chiltern,4.076219347,1.098901099,7.291723055,10.87533156,8.41844519,4.308339298,13.43768554,12.37752395,14.09402494,9.190842981,5.513275833
E07000006,South Bucks,4.212868673,1.161650449,7.645017726,10.22478691,9.425454545,4.357160135,13.90820584,12.31802067,22.92012502,8.717208485,6.131542613
E07000007,Wycombe,8.163746482,1.560542874,8.526252192,13.68680096,10.80198191,5.558704178,13.12367458,12.74664387,24.07949011,11.24102168,7.507971785
E07000061,Eastbourne,10.11285879,2.919221541,9.970674487,28.68346219,13.59872822,7.426116616,20.95421076,13.22536213,12.58298797,15.74787507,9.79949768
E07000062,Hastings,9.334531937,4.545785855,11.67909813,33.26854394,17.61323532,9.364193831,22.11093137,14.54845842,10.66988721,17.00890423,10.97431704
E07000063,Lewes,5.858087765,2.278276949,9.326474005,20.12280411,12.22336417,5.684877964,19.54216324,10.92672056,7.470615987,13.72042328,8.747058569
E07000064,Rother,4.819336057,2.805978912,7.97025222,19.03515424,14.34698395,5.92120971,23.44902195,10.37747389,5.860599638,13.96096149,8.030416315
E07000065,Wealden,3.822834897,1.991192801,8.04295105,12.44655051,10.67938075,4.361848742,17.50125911,7.671197907,6.157875298,12.53223019,7.411290246
E07000084,Basingstoke and Deane,5.538483734,1.338815552,9.113467503,15.22758422,10.52041969,5.027769341,13.54477679,17.81144053,11.7527518,12.92892903,9.121004844
E07000085,East Hampshire,4.998095561,1.728807821,7.911887934,11.18117567,10.13720788,4.234047296,14.91505778,12.02124508,6.954536018,12.15847322,7.609971026
E07000086,Eastleigh,5.015619909,2.112041704,8.998217605,13.27788106,10.01227511,4.801191363,15.26849256,12.28702302,8.24766971,13.7963792,9.097857658
E07000087,Fareham,3.812877048,2.314347667,8.110951287,13.43309217,8.9784799,4.527043542,16.47861195,8.125979519,5.303770355,12.84760708,8.060543363
E07000088,Gosport,6.21789444,3.703076489,11.69630257,22.85351397,13.51919841,6.908804731,17.54980514,16.41264465,5.592941347,16.26077749,12.6892889
E07000089,Hart,3.883413123,1.109546607,6.707969586,8.042804844,7.386018764,3.734819498,12.0231125,7.654181921,9.336174794,9.965651338,5.710654138
E07000090,Havant,6.505427686,3.621055914,10.96645943,20.70316306,16.92376877,6.943431607,19.34224918,19.56110775,4.776938119,16.34723527,12.04795529
E07000091,New Forest,4.471687554,2.233240932,8.139096032,13.31615456,11.4963433,4.483233143,19.25740386,10.98400552,5.109882014,14.41289123,9.412009808
E07000092,Rushmoor,10.14472815,1.661897425,9.707241911,16.62447722,12.47595017,5.719522334,13.25594039,16.30805635,19.50387498,14.63130994,10.1188767
E07000093,Test Valley,4.006215093,1.488682652,8.237097384,13.49263008,10.80296369,4.193251277,15.22277015,14.39129887,7.435694771,13.03926664,9.344138355
E07000094,Winchester,5.511575803,1.670756428,6.582737651,14.30705217,7.988435996,4.656458033,14.5177752,15.45503041,8.169304001,9.731936801,6.399195219
E07000105,Ashford,5.160399272,1.828949296,10.18896353,15.79509072,13.34776629,6.127874293,16.17976195,14.47046268,10.56156533,14.50410673,10.27868775
E07000106,Canterbury,7.597373747,2.186898356,9.374537197,22.9254085,11.7927527,8.195841911,18.07403487,12.19167037,12.48866982,12.43977223,8.091751812
E07000107,Dartford,9.143983434,2.519897208,11.36448691,19.17117836,13.22448336,6.806131858,15.13377497,14.83745416,17.35633955,14.31874929,10.30955624
E07000108,Dover,6.023597599,2.423928793,9.811633202,23.48996067,15.76708052,7.669381324,20.82579651,14.20823846,7.007897989,17.02894066,11.31384151
E07000109,Gravesham,8.674037249,2.480769706,11.22406075,22.87106428,16.42391069,8.392327467,17.04876131,17.3332344,22.90405033,15.93501933,13.09587244
E07000110,Maidstone,6.718993806,2.211294466,9.732532665,16.12684603,12.77561084,5.487858333,15.79510516,12.71297303,10.89833251,13.16070687,10.24101174
E07000111,Sevenoaks,4.593789877,1.811994896,8.18587835,13.06252658,11.61069845,4.715452943,14.87557989,13.22415993,9.012733587,11.11841945,7.465468099
E07000112,Shepway,7.973996918,3.322146943,9.71105342,23.65605015,15.72236039,8.053956763,21.0412248,11.20960763,9.206346266,15.7086402,10.77394852
E07000113,Swale,6.120356211,2.874876316,11.21705496,20.12053612,18.92546208,7.687753336,18.64173446,14.28802735,7.144697611,15.15206831,13.87528269
E07000114,Thanet,8.062104078,2.960697663,11.65123586,29.75820409,18.1201103,10.1535865,23.36160255,12.66445987,9.568807476,17.04781265,11.97327743
E07000115,Tonbridge and Malling,4.775654342,2.039883673,9.472372248,13.75155796,11.95055309,4.95488105,14.85534539,16.12380557,7.568395348,12.54815758,9.397813386
E07000116,Tunbridge Wells,8.59583669,2.545893925,8.250307373,17.4651291,10.52784223,4.698137722,14.22958913,15.15241447,10.37297152,11.81445912,7.802369229
E07000177,Cherwell,6.101043576,2.131222677,9.02905091,15.63425469,12.66094655,4.328827164,14.14836327,12.11394726,13.65847125,14.5484124,11.28799543
E07000178,Oxford,13.90880361,2.5751693,10.00451467,33.49345372,9.099332334,6.972854401,12.40964807,21.35981941,36.38631785,9.532494069,7.651325177
E07000179,South Oxfordshire,4.345334911,1.959189709,7.502217951,11.61466805,9.740972189,3.858742463,13.77954222,11.39102469,9.067683622,10.59943029,8.540436775
E07000180,Vale of White Horse,4.889995345,1.681947902,7.577873581,13.10745441,9.879641553,3.953282269,14.20306146,13.32402291,10.2398585,10.87257222,8.952067401
E07000181,West Oxfordshire,4.387040078,1.40376032,7.652459471,11.94236951,10.25132475,3.506676412,14.4580498,12.45808376,7.428969545,12.30256161,9.704187072
E07000207,Elmbridge,6.04096595,1.377498961,7.705680057,11.76637315,7.784063716,4.234743375,12.09627507,9.859793659,20.14670487,8.174774794,4.807284819
E07000208,Epsom and Ewell,6.80902498,1.685468708,8.608648939,14.40370669,9.350154825,4.700932395,13.40310511,8.024442654,21.3749301,9.579102824,5.713494554
E07000209,Guildford,7.168399014,1.686028199,7.04611565,13.86804513,8.494890127,5.04757615,12.62255527,12.79899209,16.52755808,9.299978443,6.033080526
E07000210,Mole Valley,6.648431394,1.836552417,7.030813889,12.31718209,9.210881208,4.077513121,14.69048316,12.20553757,9.918594436,9.488630755,5.666524071
E07000211,Reigate and Banstead,6.605560868,1.441639752,8.209588077,13.8029338,10.00318211,4.621528307,13.97758189,11.917435,15.04915297,10.52907545,6.262793301
E07000212,Runnymede,8.283915143,2.005257688,7.929326894,14.70624198,10.55560778,5.155411611,13.85542169,12.86910803,20.0136629,10.19182847,6.964025889
E07000213,Spelthorne,8.9922049,2.012046973,9.273132213,14.83346831,12.48188376,5.019501774,14.92081424,12.42913545,19.02445658,11.72835975,8.361462326
E07000214,Surrey Heath,5.037858463,0.998628749,7.354080963,9.971382579,8.750933566,4.446747062,12.58358098,9.208251356,15.05038076,10.13985455,5.969791417
E07000215,Tandridge,5.521564393,1.685561754,8.040909364,11.79893228,10.53774701,4.428229665,14.83409239,10.82718493,10.7267645,10.39238441,5.731873455
E07000216,Waverley,4.728084416,1.195211039,6.92775974,11.90137987,8.402574128,4.107931205,13.88230843,12.31331169,9.362353173,9.697840382,5.844633659
E07000217,Woking,8.923911116,2.265183571,7.436592596,15.1620341,9.611140468,5.096573684,12.98917317,11.91881825,25.06401339,11.05239675,6.377401634
E07000223,Adur,5.646028861,3.212523649,9.515153763,20.59205401,15.21604523,5.612176478,20.10722108,13.06896168,7.09195515,15.69083447,9.62380301
E07000224,Arun,6.696549036,2.621953048,8.185170749,19.52448056,14.46174398,5.952798737,21.06034056,8.823793962,8.35618454,16.27117685,10.5514231
E07000225,Chichester,5.075429305,2.607928101,7.468704863,15.60945274,11.17487029,5.218617772,17.47280173,14.85917188,6.988944936,12.45110258,7.980305293
E07000226,Crawley,9.820488216,1.661712734,11.39560465,22.44014323,13.26233452,6.839949968,14.73024569,23.85845016,27.87039035,16.12194239,11.14573098
E07000227,Horsham,5.332920634,2.031935619,7.160934399,11.82928828,8.969305809,4.354438003,14.78054242,11.55617865,7.830100304,11.2512988,6.818422783
E07000228,Mid Sussex,5.572297027,1.565956557,7.777526172,13.59020363,8.057359802,3.778944889,14.17202917,10.61157658,9.666094666,11.54789929,6.332043251
E07000229,Worthing,9.165887254,3.54136553,9.025593062,24.26239265,12.09683681,5.731552408,19.37691131,9.980018706,10.55619266,14.77575399,8.282439667
E06000022,Bath and North East Somerset,6.899272257,2.309732708,8.532952459,21.97918792,9.661321561,5.600802916,16.07524316,14.43786982,9.871829834,12.11260054,8.429720414
E06000028,Bournemouth,14.03476825,3.77060723,8.580377304,25.89773472,11.37064428,7.247478533,18.60963208,11.17585646,16.20733442,14.26141567,9.338973934
E06000023,"Bristol, City of",13.10062545,2.838350288,11.23575216,28.90006402,13.28846998,7.6600375,16.74878688,20.29198838,22.13789657,13.36211455,10.46076901
E06000052,Cornwall,5.765466233,7.215622274,8.786009749,17.33459497,13.42715024,5.934582254,21.36403688,12.00361128,4.254395771,15.94926683,11.33987214
E06000053,Isles of Scilly,12.03235592,26.28918099,3.437815976,49.74721941,7.031828275,1.628664495,13.98093509,18.09908999,5.265546981,12.39210851,9.494451295
E06000024,North Somerset,4.607433099,1.842973239,8.768290886,17.17274757,11.44134133,5.02989158,19.12463098,9.184263321,5.930412804,15.0090814,9.508641092
E06000026,Plymouth,8.623418445,4.881663571,10.56748424,27.84634104,14.33089695,8.168423747,20.35696455,19.29885552,7.067913754,15.9625833,12.76996235
E06000029,Poole,5.886982528,2.345348654,8.983157563,17.70029907,12.69874112,5.398706163,18.42798605,11.52841177,8.091706458,15.14695792,10.31008262
E06000025,South Gloucestershire,4.714612509,1.711952984,9.360412133,13.05956964,10.67043484,4.757481494,15.57044834,9.887667615,8.051239311,14.09169316,9.79019889
E06000030,Swindon,6.953372567,2.180851064,9.388863739,21.57084654,13.13489778,6.543092384,15.44397483,16.27659574,15.36078334,16.04426272,12.44548287
E06000027,Torbay,7.647856296,4.956786985,10.3931537,25.526182,16.09720027,8.136209159,24.01591338,8.069818675,5.190174024,17.24361702,12.74468085
E06000054,Wiltshire,4.53309577,2.101506741,8.98637445,14.75843744,11.23775571,4.738688659,15.97601602,14.72290596,6.636361127,13.61150783,10.07140859
E07000040,East Devon,3.634609199,3.873305006,7.355555179,15.92828969,11.78605872,4.215018216,21.01738677,9.336222512,3.786134368,14.60843698,9.085814059
E07000041,Exeter,9.25023354,5.318630437,9.388327038,27.05617156,11.18234588,6.241883528,16.71775364,17.03017749,11.68349282,13.60113464,9.982801751
E07000042,Mid Devon,4.420294279,5.57421088,7.927834422,14.33542951,13.93260801,4.394259071,17.36334405,12.62287075,4.110610932,15.06974412,11.19129049
E07000043,North Devon,4.854878628,5.244868878,8.877278068,19.02202445,14.54481174,5.186961542,19.64299059,10.78973026,4.094291479,16.41311271,12.06097145
E07000044,South Hams,4.056107222,5.024689348,7.618427478,13.34852678,9.526280081,4.07755195,19.21217224,11.38151826,4.160452249,12.49649438,7.94991504
E07000045,Teignbridge,4.792326352,5.036757217,8.349536137,16.06021888,12.30293622,4.798039547,20.620673,8.912467826,3.815810659,15.19263225,10.25360173
E07000046,Torridge,3.708997356,6.417494462,7.807475166,16.26884871,15.48652948,5.812029313,21.05296136,9.018795112,2.90418083,17.42851,12.01462051
E07000047,West Devon,3.463146315,5.592959296,7.256325633,12.85808581,11.89944827,5.095592035,20.02502194,9.496149615,3.641252591,14.21381064,9.344906397
E07000048,Christchurch,6.142025611,1.923166473,7.33410943,17.89522701,11.73856409,5.366594785,22.40743843,12.96391153,4.896130005,15.13861234,8.733343544
E07000049,East Dorset,3.253114684,1.669151315,6.950803961,10.32903844,10.8452821,3.801310099,19.70378359,8.305824726,3.774407452,13.18819926,8.106868478
E07000050,North Dorset,4.485524939,2.47296826,6.951517265,12.02302058,12.20100891,4.270419824,17.52475103,13.48099058,5.317644314,13.54497354,11.73178673
E07000051,Purbeck,4.570290558,2.874942552,8.042690088,14.46152275,12.85024877,4.506447831,19.47613012,12.49042537,3.824516932,14.91398746,10.52225208
E07000052,West Dorset,3.852566124,3.656558374,7.040508268,15.68287298,11.69618219,4.002397443,20.26212927,13.87599694,4.284534172,13.91861738,9.299449964
E07000053,Weymouth and Portland,6.441212546,3.935517785,9.833537761,24.73453653,14.53884151,6.759327937,21.63825249,13.64639916,5.07465435,16.68442272,12.33314533
E07000078,Cheltenham,8.335133225,2.982583597,7.934575586,22.03459718,10.23096285,5.823684512,15.12632634,12.22682558,11.74437494,12.77384133,8.182134975
E07000079,Cotswold,3.565514958,2.213268573,6.523898885,12.62004636,11.04661494,4.012542257,16.13035557,14.86919086,5.546506437,12.81231794,8.734082397
E07000080,Forest of Dean,3.822401733,2.479000205,8.016507156,14.3618111,15.25087812,6.01861167,19.59834555,12.40085463,3.335732849,15.79191594,12.063108
E07000081,Gloucester,7.801362111,3.272243512,10.16619344,22.5800687,14.37344273,6.765838674,16.79130235,13.33121538,15.4296233,17.36075195,12.08090666
E07000082,Stroud,4.050717663,2.39988283,7.659957317,13.87412646,10.93861172,4.53130164,16.71587796,12.7568314,5.101126983,14.26636569,9.910316637
E07000083,Tewkesbury,3.777828389,2.690314866,7.601207083,13.59391903,10.8517375,4.499916314,16.50293497,11.92848602,6.020038319,13.98173745,8.796179945
E07000187,Mendip,4.885499491,2.79697554,8.928223238,15.00314145,13.08946216,4.790507698,17.82044126,11.85735641,5.757739364,15.33190088,11.17694176
E07000188,Sedgemoor,4.36261552,3.905657671,8.719083625,16.47917051,15.92034858,6.090221512,19.64690893,12.19442225,4.702935735,17.42880234,13.57007587
E07000189,South Somerset,4.358210673,3.615775313,7.789815974,14.65014892,13.12372188,4.504869103,18.17071129,13.95231723,5.035877526,16.55669747,11.60376544
E07000190,Taunton Deane,5.46400324,3.086959302,8.934700578,17.45794871,12.61876441,4.684358665,18.26622015,15.60747863,6.50439707,15.72458534,10.18233423
E07000191,West Somerset,4.090123536,5.299878384,6.842475837,17.62785637,15.61930783,4.886596575,23.79524153,14.64507457,4.170151406,16.87936431,11.4214624
W06000001,Anglesey,3.360135974,5.318036216,9.835261816,18.03294764,16.15614052,8.11023622,23.0993104,14.66627443,3.443678227,16.29934275,11.58644575
W06000002,Gwynedd,4.745297582,7.567701485,9.317172641,21.40148267,14.83182244,7.205519428,20.51955298,16.31505727,5.581173999,14.94382149,10.95902736
W06000003,Conwy,4.306622115,3.630537155,9.721163804,21.74414288,15.89932293,7.115268909,24.2258826,11.6185005,4.61432985,16.65079481,11.22994652
W06000004,Denbighshire,4.540521876,3.050855818,10.83214127,21.00083855,17.09901736,7.559405361,23.46533808,13.13323139,4.430622826,16.64105444,12.10768958
W06000005,Flintshire,3.847540804,1.644690425,10.94369797,16.98624982,15.3824748,6.359451812,19.45038228,15.13146548,4.14475496,17.1466726,13.05052304
W06000006,Wrexham,4.776517211,1.969173578,11.25743043,22.17643655,18.87554395,7.156577328,20.69428376,22.44998159,6.946545638,18.22151969,14.0266083
W06000023,Powys,3.566715228,3.566715228,8.989630645,15.0089982,15.40513797,4.988597491,21.38506197,13.98748822,3.912736133,15.26923357,10.87031196
W06000008,Ceredigion,5.696723908,5.928014701,7.93042266,18.38603384,11.68473268,7.788620327,21.10718896,10.12610101,6.855720345,12.14702552,8.138663879
W06000009,Pembrokeshire,4.327773804,3.973871466,11.02368134,17.87583299,15.98637147,6.936343343,22.50671763,15.64700124,4.367072583,16.90876671,12.11484514
W06000010,Carmarthenshire,3.436552538,2.310063555,11.31816971,18.80779916,17.46471618,6.600652124,25.39762865,14.80673356,4.454311475,16.70804183,13.00759798
W06000011,Swansea,6.267814526,1.355594848,11.68343044,25.75920075,16.55524335,7.92042835,23.31072742,19.20635381,8.521355685,15.02167022,11.54426431
W06000012,Neath Port Talbot,3.768648684,1.11602338,12.24479658,25.51123475,21.95256048,8.123966416,27.97470889,19.11645389,3.119903871,18.03643214,16.85763113
W06000013,Bridgend,3.687943262,0.864735538,11.87729642,21.90720328,20.80506761,7.941872254,24.68709135,13.8408955,3.967581083,17.4942853,14.97981616
W06000014,The Vale of Glamorgan,4.016447061,1.708251565,11.2307261,19.37762826,13.76354643,7.104732149,20.28637918,11.87552565,5.638931104,14.21429816,9.209723795
W06000015,Cardiff,10.44634778,2.203329195,11.11064346,29.04101517,14.81164996,8.787951287,18.01005519,17.09772231,19.73243954,12.01761261,8.685662471
W06000016,"Rhondda, Cynon, Taff",4.282431795,1.265263939,13.09513059,27.06922328,23.02673234,8.778600931,25.84744678,13.71923382,3.70888614,17.23075671,16.04038431
W06000024,Merthyr Tydfil,6.223211342,1.075667656,14.7790966,29.72716782,26.18672134,9.951030551,26.86303187,21.09297725,5.385871229,18.2884939,17.97035295
W06000018,Caerphilly,4.374387411, ,12.9888962,24.35183072,22.89602661,8.891953472,25.37107256,18.74622377,2.744315068,17.40817106,16.54753723
W06000019,Blaenau Gwent,5.276827985, ,13.83482378,28.96830615,27.1273749,12.16807149,27.22806314,23.94792215,2.664222076,20.73963983,19.57381922
W06000020,Torfaen,4.514069152,0.988993874,12.28065621,23.59568061,20.25825314,8.258205791,24.09772166,23.62163846,3.146856986,18.79074833,15.72450724
W06000021,Monmouthshire,3.562367588,1.613789135,8.547589778,15.18844977,13.05922872,5.611892141,20.13950483,13.83098371,3.899346276,13.02433933,10.57074137
W06000022,Newport,6.427777415,1.348656248,12.98960309,27.91473223,19.3991166,9.460393331,20.80199813,19.8162558,13.02354943,15.76834917,13.31164817
