LAcode,LAname,WhiteBritish,WhiteIrish,WhiteGypsyIrishTraveller,OtherWhite,WhiteBlackCaribbean,WhiteBlackAfrican,WhiteAsian,Indian,Pakistani,Bangladeshi,Chinese,BlackAfrican,BlackCaribbean,Arab,Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,BornOutsideUK,BorninEU15,BorninEUAccession,BorninAmericasCaribbean,BorninAntarcticaOceania,NonEnglishMainLanguage,Arrived2007_11,NonBritishPassports
E07000130,Charnwood,84.3,.6,0,2.5,.5,.1,.6,6.2,.3,1.2,1.2,.5,.2,.3,55.528597230584,.336544250451535,5.02347983142685,.0752558699578567,2.3630343166767,.747140276941601,10.3967489464178,1.17760385310054,1.07826610475617,.457555689343769,.172185430463576,6.38733740558783,2.65382299819386,4.8
E07000131,Harborough,92.8,.6,.1,1.8,.4,.1,.4,2.2,.2,.1,.3,.2,.1,0,65.4693026633248,.200276404862852,1.27427326602797,.131175189149938,.495420580450212,.737860438968401,5.36764189173362,.853809936520578,.734346817830456,.411093673139538,.238926237380244,1.9980901497661,.833899416738891,2.3
E07000132,Hinckley and Bosworth,94.6,.4,.1,1.3,.3,.1,.4,1.3,.2,.1,.3,.1,.1,.1,64.2941433982375,.204609908829631,.828908049258646,.0437770037495955,.492015455185672,.406364795675593,4.11599002645654,.688060298064295,.662365100211272,.280743828394145,.156074535107254,1.65171368984378,.689011972058852,1.9
E07000133,Melton,95,.5,0,2.4,.3,.1,.3,.5,0,0,.2,.1,.1,0,67.9668889947594,.218357948229316,.41885024614896,.0218357948229316,.0813879625218358,.0913133238049865,5.11156106082261,1.09377481340321,1.52453549309195,.339447355883754,.164760997300302,2.15548210949849,.871446720660632,2.5
E07000134,North West Leicestershire,95.3,.4,.1,1.7,.4,.1,.3,.6,0,0,.2,.1,.1,0,64.8788890315402,.19471904823041,.355201780288441,.0395857405743142,.220396285359695,.129456070526811,3.9029400436513,.686866093208371,1.00034236316172,.235374673685111,.118757221722943,1.76348088085427,.855907904309496,2.2
E07000135,Oadby and Wigston,70.6,.7,0,1.7,.7,.2,.9,17.7,1.9,.2,.6,.5,.5,.3,48.4208652305501,.235000890154887,9.10094356418017,.24212212925049,5.79668862382055,6.52305501157201,15.0792237849386,.884813957628627,.767313512551184,.5394338614919,.117500445077443,8.39562861603453,1.54174826419797,4.2
E07000136,Boston,83.9,.3,.1,12.5,.3,.2,.3,.6,.2,.1,.2,.3,.1,.1,71.0753902563547,.19493478967155,.295496387517985,.0464130451598929,.671442053313118,.0727137707504989,15.1461237371784,1.58732614446834,10.5806271949503,.351192041709857,.0959202933304454,13.2127307488392,7.20021040580472,13.3
E07000137,East Lindsey,96.6,.4,0,1.5,.3,.1,.2,.2,0,.1,.1,.1,.1,0,68.6879128452137,.165687934839187,.0923746893351222,.0615831262234148,.268326478544879,.035923490296992,3.69058877867464,.800580640904392,.934743880176832,.260262021539432,.12389938490187,1.43100562450051,.7646571506074,1.8
E07000138,Lincoln,89.4,.8,.1,5.3,.4,.2,.4,.6,.1,.1,.5,.5,.2,.2,58.0119947402743,.323922130402711,.35813172833303,.0673501459253162,.964283041660876,.078040645278541,9.79035930768326,1.69872034722742,3.85606311670818,.49603916998963,.117595492885473,6.07530581888418,2.9484397216194,6.5
E07000139,North Kesteven,95.9,.5,.1,1.8,.2,.1,.2,.2,0,.1,.2,.1,.1,0,70.0545626635488,.14197427760147,.155893324425143,.0566041237496056,.231984113727892,.0491806321103131,5.18159716422619,1.42067071246961,1.14043390308632,.45004918063211,.172596180613552,1.57499162238499,.956702485013826,2.1
E07000140,South Holland,90.1,.3,.1,7.3,.3,.2,.3,.3,.1,.1,.2,.2,.1,0,72.3473433782712,.134813639968279,.113288773082588,.0781692534269854,.292285034553076,.0781692534269854,9.56157244817039,1.33454174691288,5.93746459725841,.333068992862807,.0849665798119406,7.1887169771603,3.77931347003512,7.6
E07000141,South Kesteven,93.6,.5,.1,3.3,.3,.1,.2,.4,.1,0,.3,.2,.1,0,69.6564714324155,.207043980028104,.294495769426256,.0754925703351571,.267587526534517,.0553113881663527,6.81600741471582,1.45528746972823,2.09734804317278,.493317786348551,.162196908541872,3.22817371421509,1.61075731754716,3.8
E07000142,West Lindsey,96.3,.5,.2,1.2,.2,.1,.2,.4,.1,0,.1,.1,.1,0,70.2957983193277,.157983193277311,.192717086834734,.034733893557423,.237535014005602,.0985994397759104,4.05378151260504,1.09467787114846,.580392156862745,.32156862745098,.0952380952380952,1.1158936958353,.615126050420168,1.6
E07000150,Corby,85,1.4,0,9.1,.4,.2,.4,.6,.1,.2,.2,1.3,.2,0,58.9519222920578,.205697494082116,.310178760917476,.0718308709493103,.623622561423557,.204064974287813,13.1450493837238,1.29622071667619,6.68680107746306,.448942943433189,.0995837074524529,9.40204563335956,4.09925720349359,10.2
E07000151,Daventry,93.1,.7,.1,2.7,.5,.1,.4,.7,.2,.1,.2,.3,.3,0,64.6763357013476,.373829374510232,.376398648561849,.0912092288323934,.563955654329869,.196549464948679,5.9941163624218,.935215754788485,1.4606322983441,.530555091658852,.193980190897062,2.50278825216421,1.23967472990507,3.3
E07000152,East Northamptonshire,93.5,.7,.1,2.5,.4,.1,.3,.6,.1,0,.3,.4,.2,0,61.3000633896156,.214372154670662,.319253155074051,.0956606926756181,.267388924105342,.131389385120728,6.05428456174725,1.04419985017,.975047542211721,1.04189477323806,.184406154555408,1.95797345566188,1.39802915922319,3.4
E07000153,Kettering,89.3,.7,.2,3.7,.4,.2,.4,1.9,.2,.1,.3,.7,.2,.2,59.0489435677989,.281358652046002,.811981813319069,.0706071142016582,.773468841936347,1.04519925113667,8.47713292324151,1.28804493179995,2.18240171168762,.564856913613266,.150842471248997,4.47431781701445,1.86359989301952,5.3
E07000154,Northampton,76.6,1.4,.1,6.5,1.5,.5,.6,2.5,.7,1.6,.8,3.1,1.4,.3,56.5556493405448,.435707246226464,1.59995095935757,.128731686385092,4.15242208903706,.501251951015943,16.3281762068006,1.35474774719549,4.66121875427337,1.03786974993988,.153723552240073,10.0771630111864,4.39809684583791,10.4
E07000155,South Northamptonshire,94.1,.7,0,2.2,.3,.2,.4,.7,.1,.1,.2,.2,.2,0,65.7561422249351,.214816466914743,.419068189554989,.117386047494395,.340419537733745,.205425583115191,5.8094354904976,1.06469145077416,.574017772247591,.94847926375471,.280552653511604,1.32445511770913,1.0095200084518,2.7
E07000156,Wellingborough,81.3,.8,.1,5.1,1.6,.3,.5,4.1,.4,.7,.2,1.2,1.9,.1,57.6875099527576,.293274589946388,3.64270927331599,.0557354424332502,1.63490631137534,.209671426296513,12.4064440787728,1.00058389511121,3.76081532990074,1.2314878709061,.112797919210149,7.581646909106,2.47359201656139,6.7
E07000170,Ashfield,96,.3,0,1.3,.5,.1,.2,.3,.1,.1,.2,.2,.2,0,58.1571085466581,.176573470463694,.182431358109409,.0133894574759199,.313815409591873,.148957714419609,2.99589111023708,.510473066269446,.907135743993573,.198331338862063,.0535578299036796,1.53431329912151,.647715005397625,1.7
E07000171,Bassetlaw,94.5,.3,.1,2.4,.4,.1,.2,.4,.3,.1,.2,.2,.2,0,70.8248052949151,.167459663485819,.219735431452292,.0425294383456048,.621107005838938,.105437565898479,4.6879845476374,.70173573270248,1.76054154151493,.278213409177498,.0806287268635425,2.63413294268449,1.23512577195361,2.8
E07000172,Broxtowe,89.5,.6,0,2.7,.8,.1,.4,1.6,.7,.1,1,.4,.4,.4,56.6048937316759,.377213733137267,.769041073369441,.130609113410725,1.49424132545416,.841195758400541,7.70137093901559,1.23393644907615,1.21475608976408,.560797172267027,.177189986025738,4.06777737854347,2.27150255281449,4.4
E07000173,Gedling,90.3,.8,0,1.9,1.3,.2,.5,1.2,.8,.1,.4,.3,1,.1,57.0973111508415,.271262869573642,.467664232933778,.0810265714310878,1.35191072985565,.63764388821856,5.58290691632245,.921236888227368,.826999462758602,.658781254678844,.116255515531561,2.22596964586847,.672872832319033,2.5
E07000174,Mansfield,93.2,.4,0,3.5,.5,.1,.2,.5,.1,.2,.2,.1,.2,0,61.6458943579729,.184749104971953,.259414546359581,.0325464744510176,.538931326938908,.157946126012291,5.56831887886968,.574349549135604,2.91865295885743,.264200792602378,.0631784504049164,3.70163986626333,1.70773265942986,3.6
E07000175,Newark and Sherwood,94.2,.6,.2,2.5,.4,.1,.3,.3,.1,.1,.2,.1,.2,0,66.0781939956627,.196834963463599,.168964526159018,.0539989722776244,.39715373159027,.107126993389481,4.92087408658996,.781243195694017,1.74451518503358,.371025196617226,.14457789351751,2.48174919660459,1.21236402274924,2.9
E07000176,Rushcliffe,90.3,.7,0,2.1,.7,.1,.7,2.1,1,0,.5,.2,.3,.1,58.9315120265637,.287953639464046,1.05822962503037,.289753349710697,1.52705414428277,.81166932123928,6.5491455875604,1.21030514087232,.657794095150681,.585805685284669,.230362911571237,2.56100057696961,1.03663310207057,2.9
E06000019,"Herefordshire, County of",93.7,.4,.2,3.9,.2,.1,.2,.3,0,0,.2,.1,.1,.1,67.8030488835113,.306305422478022,.12426625680603,.0713985949192542,.198389988935943,.0436021953705369,6.6754961112292,1.04209246935583,2.75783885718646,.420216157883549,.247987486169929,3.70424564405025,2.09617554243856,4.2
E06000051,Shropshire,95.4,.5,.1,2,.2,.1,.2,.2,.1,.1,.3,.1,.1,.1,68.6860767846235,.258714463510481,.123477357584548,.0414857788709988,.323066419711951,.0836248770942968,4.69965276076425,.920853627065714,1.04139104756492,.35703902603151,.20252899921275,2.06768753895655,1.25567979511905,2.5
E06000021,Stoke-on-Trent,86.4,.3,.1,1.9,.8,.2,.5,.9,4.2,.4,.5,1,.3,.2,60.8912163464628,.305211077555741,.555805435969929,.0265051725245775,6.02109169183319,.232522649874703,8.31860823748634,.696764762577909,1.23690805114695,.293564865385851,.122486024545396,5.87537514880204,2.18346398509285,4.3
E06000020,Telford and Wrekin,89.5,.4,.1,2.7,.9,.2,.5,1.8,1.3,.1,.4,.6,.4,.1,61.7447086851375,.238836780864253,.523280585210122,.0468072083100798,1.81167899856578,1.27099573334293,7.28332163153126,1.0627636656045,1.92989720416944,.405062379606459,.102615802833636,4.14551872179839,1.70726291848945,3.9
E07000192,Cannock Chase,96.5,.4,0,.9,.5,.1,.2,.4,.1,0,.2,.1,.2,0,69.1469495803493,.170322792472964,.131333237569514,.00923436826660647,.224702961154091,.281135211672241,2.49225339106524,.52122878660401,.479161108945025,.154932178695286,.0502760050070797,1.05171275893636,.358088280560629,1.2
E07000193,East Staffordshire,86.2,.5,.1,3.7,.7,.1,.4,.8,4.9,.1,.3,.3,.4,.1,64.173335798491,.250037417571292,.279971474604474,.0369773645704023,6.00001760826884,.295818916563218,8.66943116487503,.67615752357307,2.90888601287164,.409392250600882,.0994867189632251,6.13779851770519,2.48452673375417,4.9
E07000194,Lichfield,94.6,.6,0,1.5,.5,.1,.3,.9,.2,.1,.2,.1,.3,0,68.8258787529557,.194726488763487,.301031255588452,.0685516720646969,.445089117173684,.53649134659328,3.83790013312933,.657698650823614,.78884097999086,.343751862817176,.104317761837582,1.4933633987598,.684523218153278,1.9
E07000195,Newcastle-under-Lyme,93.3,.3,0,1.4,.5,.1,.4,.8,.4,.1,.8,.4,.2,.1,65.6755818553172,.367317612677705,.418984265889514,.0573176934068507,1.12455699881328,.173567663133421,5.02458202484843,.670859200297083,.674895657579256,.299505130337206,.114635386813701,2.61539101843759,1.51044231498898,2.7
E07000196,South Staffordshire,94.6,.4,.1,.7,.7,0,.4,1.3,.2,0,.2,.1,.3,0,73.3378957005854,.16831435943439,.384718535850034,.0138720625907464,.33662871886878,.949773885379771,2.77626212649471,.474424540603527,.270042818433197,.260794776706032,.0850819838899113,.943718669299711,.23027623900639,1.1
E07000197,Stafford,92.6,.6,.1,1.7,.6,.1,.3,1,.3,.1,.4,.3,.4,.2,67.8533495327388,.349204165998059,.649504466298359,.0489038656977588,.879505459658131,.378240836256103,6.07859768165112,.945984152091022,.971964330742957,.489802779879116,.142890982585639,2.6863952928928,1.46788009383429,3.3
E07000198,Staffordshire Moorlands,97.5,.3,0,.9,.2,.1,.2,.1,.1,0,.1,.1,.1,0,72.8163038329248,.153440570098655,.0741457788396186,.0205960496776718,.19772207690565,.0484007167425288,2.29851914402818,.497394599715774,.500484007167425,.174036619776327,.0885630136139888,.870441051738762,.410891191069553,1.1
E07000199,Tamworth,95,.7,0,1.6,.5,.1,.3,.5,.1,0,.2,.1,.3,0,63.3121997578535,.166638459635739,.217411115306003,.0117167666931379,.305937796987489,.19788317081744,3.69208337130434,.540273130850247,1.12611146550714,.255165141317225,.0716024631247315,1.74976941023276,.693892960826943,2.2
E07000218,North Warwickshire,95.9,.7,.1,1.1,.4,.1,.2,.6,.1,0,.1,0,.2,0,70.2921920856581,.149966136678814,.243493404715064,.0193504692488793,.17737930144806,.385396845873512,2.93643370851743,.469248879285323,.609539781339697,.237043248298771,.082239494307737,1.04079933388843,.403134776018318,1.5
E07000219,Nuneaton and Bedworth,88.9,.6,.1,1.8,.5,.1,.3,4.6,.4,0,.2,.4,.3,.1,63.5734359531185,.339315939066841,1.09698847124198,.00958068533835787,2.31134033787884,2.18679142848018,6.77673809599847,.630728451441893,1.19279532462555,.302589978603136,.105387538721937,4.16929670110628,1.27103758822214,3.4
E07000220,Rugby,84.1,1,.2,5.2,.9,.2,.6,3.1,.6,.1,.4,1,.8,.1,63.7431926055458,.368723457406945,2.28928303772171,.0629527854109418,1.23507369472895,.839370472145891,11.6732450662004,1.3489882588059,3.4484136897327,.88433674743942,.192855358481139,6.74314784053156,2.96877341993505,7.2
E07000221,Stratford-on-Avon,93.6,.7,.1,2.9,.3,.1,.4,.5,.1,0,.3,.1,.1,0,70.2967174337054,.2697431215504,.207494708884923,.124496825330954,.232394073951114,.201684857036146,6.19330207079719,1.13375108934722,1.40764410507532,.618334232477072,.265593227372702,2.50668306472965,1.30804664481056,3.5
E07000222,Warwick,83.4,1.6,0,4.2,.6,.2,.8,4.9,.3,.1,.8,.3,.3,.2,58.2536615134255,.378501685458561,1.18635940950831,.194699523422062,.943711495989771,3.90343484830873,11.5533825409741,2.09810531210043,1.35199930256887,.878327327676392,.316023480181332,5.88439010434704,3.08032081831919,6.9
E08000025,Birmingham,53.1,2.1,0,2.7,2.3,.3,1,6,13.5,3,1.2,2.8,4.4,1,46.0705748593955,.445461280747779,2.08397597491252,.205489984110638,21.8454025693237,3.01720803880546,22.2090406273735,1.21448774282532,1.54066232077872,2.19310466942207,.103537130316063,15.2975514615209,4.36421585301642,9.8
E08000026,Coventry,66.6,2.3,0,4.9,1.2,.3,.8,8.8,3,.9,1.2,4,1,.6,53.6629227662797,.336635537607269,3.51842503785967,.0662544169611307,7.46624179707219,5.02019182231196,21.2118248359414,1.32698132256436,3.33575214538112,.796945986875315,.11389449772842,13.8597301487811,6.73965169106512,12.8
E08000027,Dudley,88.5,.4,.1,1,1.1,.1,.4,1.8,3.3,.1,.3,.4,.8,.4,65.2936007030439,.209954461931773,.609730766158025,.0246065351122473,4.12303267556124,1.18047455460574,5.3102181033794,.438443716545498,.451226332188224,.423104577774227,.0556043780458576,3.21215758705189,.758328673004714,2.1
E08000028,Sandwell,65.8,.7,0,3.4,2,.2,.7,10.2,4.5,2.1,.3,1.4,3.7,.3,55.2078633266572,.212294238516148,2.21058679555805,.0236964516998146,8.19670002564411,8.74301685044942,15.928560067259,.579102326472183,2.62121708871237,1.5311803105209,.0464190766174451,11.9965607593517,3.13247614935906,7.8
E08000029,Solihull,85.8,1.9,0,1.4,1.2,.1,.6,3.4,1.7,.3,.4,.4,.9,.2,65.5970272022606,.208057133456555,1.78251739454406,.170800390953869,2.5387808819687,1.69542371077155,7.44457454735477,.670137511249601,.508530342471719,.662395850469822,.143220724425907,2.90448957535912,.979320088642016,3.3
E08000030,Walsall,76.9,.4,.1,1.4,1.6,.1,.7,6.1,5.3,1.9,.4,.7,1.2,.1,59.0261507557839,.191591509080175,1.69313426628992,.0200502742060648,8.2228402327317,4.30932374880719,9.88961210145439,.455215484752509,.9954589841937,.556952061279579,.0441848635281799,7.35541830432341,1.41651474252106,4
E08000031,Wolverhampton,64.5,.6,.1,2.8,3.4,.2,.9,12.9,1.8,.2,.6,1.6,3.8,.1,55.4752074397723,.406862548603038,3.7246963562753,.0352747825389826,3.63250090191205,9.09488114803383,16.3899466869764,.735960235699683,2.10927165591053,1.83749549043973,.088587806149036,10.8805778008125,3.22844430192007,7.8
E07000234,Bromsgrove,93.6,1,.1,1.2,.7,.1,.5,1.2,.2,0,.3,.1,.3,.1,68.8915706398112,.20397919625789,.344949111996326,.0971838055469526,.536112861368903,.650383929429606,3.99094375086771,.570287386396403,.35562865106742,.349220927624764,.121746745410468,1.31299457412971,.60980168095945,1.8
E07000235,Malvern Hills,95.2,.5,.2,1.8,.3,.1,.3,.4,.1,0,.5,.1,.1,0,67.5309187870992,.253245970173252,.148731760260482,.0790556203186343,.263965376318152,.100494432608433,5.02070185311734,1.1308973482869,.601626669882488,.497112459969718,.233147083651566,1.90501079735362,1.39352279883694,2.4
E07000236,Redditch,87.4,.7,0,3.9,1.3,.1,.4,.9,3.1,.2,.2,.2,.7,.1,63.4502576768708,.18286745671741,.244614909634978,.0617474529175671,3.40798442064265,.270738832023179,7.95354691618971,.629349039352127,3.06481107654309,.479730211128791,.0854964732704776,5.3712773325418,1.97829339539744,4.8
E07000237,Worcester,89.1,.6,.1,3.6,.5,.2,.4,.8,1.9,.5,.4,.2,.2,.1,63.6957314109833,.310829418435121,.252105945245424,.0323991576219018,2.88251255467358,.140733840920136,8.168637615422,1.39721367244452,2.01988498299044,.488012311679896,.145796209298558,5.04548952633965,2.0229224040175,4.8
E07000238,Wychavon,93.9,.5,.4,3.1,.3,.1,.3,.4,.1,.1,.2,.1,.1,0,71.5966616500205,.196675331782734,.123990970036941,.0709741414694213,.31553564099056,.19325489122999,5.57275277055685,.854255028047613,2.0172048159803,.373683130387194,.181283349295389,2.87530372926718,1.30489807087153,3.4
E07000239,Wyre Forest,94.7,.5,.4,1.7,.5,.1,.3,.3,.1,.5,.2,.1,.1,0,68.6501658586374,.201071701964787,.113294207706047,.0387854044399081,.69507527430467,.138810921153355,3.91324317427915,.735902015820362,.924725695330441,.240877774942587,.113294207706047,1.81292778873433,.644041847410054,1.9
E06000055,Bedford,71.5,1.1,.1,7.9,1.5,.4,.9,5.2,2.1,2,.6,1.7,1.8,.2,59.2752049479613,.323217698867786,1.53671283155214,.108585906692321,5.4673956527537,2.1183776884537,17.6048870008065,2.51843102889909,3.73256116688574,1.40145670216346,.203201696734168,11.0658690550947,3.61762520717048,11
E06000056,Central Bedfordshire,89.7,1.2,.2,2.8,.7,.2,.6,1,.2,.1,.6,.8,.5,.1,62.2043312983281,.306233563041265,.655709349361784,.196162449239527,.759097574111274,.293260896057489,7.91293374898283,1.35780581096859,1.11722180508764,.676937349880691,.227611338897166,3.0354648170388,1.59760359460809,4.6
E06000032,Luton,44.6,3,.1,7,1.9,.5,.9,5.2,14.4,6.7,.7,4.5,4,.8,47.3772274742742,.320864562674396,3.32134192252991,.160432281337198,24.6017490071407,1.15501400091535,30.9407926142096,1.4310953194128,5.36660744779799,2.0693795798249,.118601778534554,20.5657496312016,7.54819119984646,17.8
E06000031,Peterborough,70.9,.7,.3,10.6,.8,.5,.8,2.5,6.6,.1,.5,1.4,.6,.2,56.7453207791713,.25213607724186,1.26340323801537,.078418132014747,9.39438330129444,.644771307676808,20.6348601271027,2.42224896667774,7.6969574853919,.913789066116288,.138865442109448,16.1054850151648,6.19394328844258,13.6
E06000033,Southend-on-Sea,87,.9,.1,3.6,.6,.4,.6,1,.6,.5,.6,1.6,.3,.2,55.715832268021,.461251425215078,.668555436547697,1.23806562323648,1.90546937083233,.0858008269126674,9.85960911676974,1.28528487026224,1.83694387819738,.563175897453616,.231489479321425,5.14382950167467,1.96132628499695,5.5
E06000034,Thurrock,80.9,.7,.2,4.1,.7,.4,.4,1.4,.3,.4,.5,6.2,.8,.2,63.3404140642339,.389968612282426,.74696426872959,.140135062299864,2.00627754351479,.776132652737706,11.9691829682001,.88202656859326,2.62895913255762,.692432072540503,.124916774991281,5.97410710725347,2.92127706794331,7.5
E07000008,Cambridge,66,1.4,.1,15,.6,.4,1.2,2.8,.6,1.5,3.6,1,.5,.7,44.8174251414824,1.26991046848636,1.6614594686236,.702366247668871,3.95343392509708,.171958633049965,29.3710189154496,6.2777010826128,4.31188290666602,3.50214342803168,1.10925428080118,17.2123886409601,12.3802142620714,22
E07000009,East Cambridgeshire,89.7,.6,.3,5.6,.3,.2,.4,.4,.1,.1,.3,.3,.1,.1,62.3290939893579,.340022429549739,.177766112290916,.145553461070414,.440239566680188,.13958815528884,9.83321005034718,1.6523897014961,2.06757498389367,2.37180557875397,.347180796487628,3.91269762354579,3.4491398029063,6.9
E07000010,Fenland,90.4,.4,.5,5.9,.3,.1,.3,.4,.1,.1,.2,.2,.2,0,66.3874367533749,.19105204593647,.202599147613949,.113371543742521,.414645923873108,.118620226323193,8.6172870609477,1.11796938968319,4.65978039512082,.471331695744368,.132266801032941,5.89135507678949,3.18280111691965,6.5
E07000011,Huntingdonshire,89.5,.7,.1,4.5,.4,.2,.5,.7,.6,.2,.3,.5,.3,.1,60.8053897161196,.30912995256861,.36517450503811,.112089104939,1.10024305637492,.1569247469146,9.61724520376619,1.52854142577341,2.06479930150789,1.90374495599028,.212379356726526,3.91325366083503,2.8559124053142,6
E07000012,South Cambridgeshire,87.3,.7,.3,5,.4,.2,.7,1.5,.3,.1,.8,.5,.2,.2,58.7966791032234,.470572417733858,.754932607307317,.243353164599509,.984168599374811,.125037813854996,11.1350878962052,2.15253268797687,1.55625021007697,1.28130146885819,.488723068132164,4.74564674011702,2.55117475042856,6.8
E07000066,Basildon,89.5,.8,.5,1.9,.6,.3,.4,1.2,.2,.2,.3,1.9,.5,.1,60.2635002320957,.301437847069004,.709467784546439,.242984120070832,.92952887442191,.0848152117228376,7.19725840558863,.770786890319031,.757606147956698,.591987254795211,.183384241562892,2.75961630237663,1.35131263001656,3.9
E07000067,Braintree,93.2,.7,.1,2.6,.4,.2,.4,.4,.1,.1,.2,.4,.2,0,61.2670310842784,.241358679394088,.302548203747518,.135296837181475,.46572026869,.0632291751652117,5.91566723776889,.964074950368497,1.38084359957575,.470479453917489,.216202986048788,2.52612069636326,1.18231758722907,3.4
E07000068,Brentwood,89.2,1.3,.2,2.9,.5,.2,.6,1.3,.2,.2,.5,.7,.3,.1,68.6159155446258,.407603157565794,1.05433350090352,.369560196192986,.881781497534001,.150813168299344,8.34499531256369,1.26356978845396,.830151764242334,.805695574788386,.323365171668863,2.84319638674204,1.50405565141778,4.4
E07000069,Castle Point,95.4,.6,0,.9,.4,.1,.3,.4,.1,.1,.2,.4,.2,0,64.0510845235255,.243151424253786,.305643612730227,.207928554385247,.429491768074445,.043176421129177,3.57568940246106,.574928133983252,.313597163990865,.305643612730227,.10680483121428,.984185241896836,.343138925816091,1.4
E07000070,Chelmsford,90.3,.9,.1,2.6,.5,.2,.5,1.1,.4,.3,.5,.8,.3,.2,61.942843562474,.326777969223457,.720693957578278,.196066781534074,1.19541322559563,.0950626819559147,7.63412750282217,1.08906185015745,.928049432594617,.610777731566752,.281623195294397,3.02175118614825,1.62497771968392,4.2
E07000071,Colchester,87.5,.7,0,3.8,.5,.3,.5,.8,.2,.2,1,1,.3,.6,57.7088413048754,.567387360319863,.736101320822307,.15253590949536,1.59584917434161,.105157331546044,11.1969446595098,2.01763407559772,1.86105365335059,.829702901649006,.276760229728324,5.81437927329263,3.88851011705975,6.9
E07000072,Epping Forest,85.2,1.1,.1,4,.7,.2,.6,2.4,.7,.2,.5,1,.8,.1,61.8110204638253,.333710361867174,1.39981870542841,3.18629220513561,1.90680175518815,1.00514202745089,9.1048379980587,1.25702917559101,1.30596266615327,.729991416584442,.273546234126698,3.67511271565708,1.22333726405635,4.7
E07000073,Harlow,83.9,1.1,.1,4,.8,.4,.5,1.3,.8,.5,1,2.8,.7,.2,55.3609782290345,.406375085424192,.774919457190276,.289221907644245,2.12950307527092,.0964073025480816,11.5566728497511,1.13248071853949,2.41872498291516,.563799668065996,.139119398613687,6.08897801734599,2.74943864102314,7.4
E07000074,Maldon,95.8,.6,.3,1.4,.2,.1,.3,.2,0,.1,.2,.1,.1,0,64.9791494264064,.246637135114962,.0973567638611693,.160638660370929,.277466777004332,.0454331564685457,3.91536451995002,.739911405344886,.438105437375262,.426747148258125,.241769296921904,1.12960363612058,.527349137581333,1.8
E07000075,Rochford,95.6,.6,.1,1,.4,.2,.4,.3,.1,.1,.3,.3,.1,0,63.3796390793281,.198110149242979,.271350871084323,.30617023064824,.355397601066193,.0144080108540348,3.62001272707625,.630350474864024,.27855487651134,.328982914500462,.176498132961927,.992429780327341,.402223636341806,1.4
E07000076,Tendring,95.4,.7,0,1.4,.4,.1,.3,.2,0,.1,.3,.2,.1,0,63.9024107556792,.231079044969866,.161538015762633,.144877144181734,.289754288363468,.0318729717199815,4.2948829392675,.914174779786741,.636010662957812,.355673388966157,.13618451553083,1.39945216112732,.575162262401483,2
E07000077,Uttlesford,92.3,.8,.2,3.4,.3,.2,.5,.4,.1,.2,.3,.2,.2,.1,64.3958561484335,.479589139382954,.240423951764158,.285739460997193,.540009818360334,.0616794431227421,7.32726609015269,1.55835001195826,1.18575582493108,.767846128670871,.396510705789056,2.84322536110134,1.57597270999333,4.1
E07000095,Broxbourne,80.8,1.4,.2,7.9,.8,.3,.5,.9,.2,.2,.3,2.4,1.4,.1,65.0108429745003,.295911717890374,.758474078347168,.337574378531979,2.44314115095771,.0961446014806269,11.8418100823639,2.37049856317234,2.70593639500475,.842867672980162,.158104455768142,6.08224602618436,1.66864297236377,7.5
E07000096,Dacorum,86,1.3,.2,3.4,.7,.3,.7,1.6,1.4,.2,.5,1.4,.5,.1,58.1496337514757,.429418627931542,1.31518084599612,.468080112118304,2.15123544153486,.120126754437441,10.6049831891582,1.35867501570623,1.17296181488053,.954110199037605,.385924458221434,4.08993977118815,1.86058392648795,5.6
E07000242,East Hertfordshire,90.3,1.1,0,4,.5,.2,.6,.7,.2,.2,.4,.4,.2,.1,62.745938251251,.315933966169646,.447391547495406,.329733380783952,.718295844923631,.116931881731754,8.00947075613529,1.66972916833107,1.28189298917109,.765504368604153,.382752184302076,3.27766305412779,1.76559878565151,4.9
E07000098,Hertsmere,75.7,2.1,.2,7,.7,.4,.9,3.7,.5,.2,.9,3,.6,.2,51.707970529136,.590816846777499,3.17101698473473,14.2885705431316,2.40125561076066,.163949175755516,17.012726054923,1.78144775119713,2.81112855014945,1.02168327818376,.307904549589627,7.46969633856792,2.9740780358089,9.5
E07000099,North Hertfordshire,84.9,1.1,0,3.5,1.2,.2,.7,2.7,.3,.4,.6,.7,1.1,.1,56.9685479176173,.485391066286955,.980222477461177,.212407759963497,1.14306842676652,1.9250436615951,10.1892789149897,1.62767279764621,1.07069244929748,1.19263023742467,.350079456236134,4.12211742185647,1.52461569929355,5.2
E07000240,St Albans,81.1,1.8,.1,5.4,.7,.3,1.1,1.6,.8,1.9,.8,.9,.6,.3,59.7082409145197,.437212079849855,1.26329409088324,1.18296081442302,3.67329238468976,.215406927145538,13.4711084570324,2.21236421543536,1.31447989535347,1.3770403230393,.698117499857817,5.57430674299309,2.18606039924927,7.3
E07000243,Stevenage,83.1,1.2,.1,3.3,1.1,.3,.7,1.9,.6,.6,.8,2.3,.8,.2,54.4385816548948,.526459973557893,1.1863215693748,.175089629214955,1.9700561001465,.360899031647153,11.7726931643579,1.13272270328859,1.71397262884572,.820658194075539,.157223340519552,5.6271076766093,2.12608835475303,6.4
